YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Relative humidity at 2 meters(%),precipitation(mm/day),Surface pressure(kPA),Wind speed at 10 m/s
2016,2,19,6.01,-4.13,76.06,1.19,86.3,7.81
2016,2,20,4.41,-4.8,72.44,0.26,87.45,3.18
2016,2,21,9.08,-3.38,76.94,0.34,87.42,4.2
2016,2,22,5.98,-5.39,70.19,0.01,87.66,2.8
2016,2,23,11.89,-4.39,59.5,0,87.2,5.68
2016,2,24,14.1,-1.85,62.19,0,87.27,2.84
2016,2,25,15.72,-0.9,64.75,0,87.32,3.15
2016,2,26,16.8,2.18,67.19,3.21,86.84,5.56
2016,2,27,10.12,-0.45,72.25,0.39,87.05,3.68
2016,2,28,9.19,-3.33,74.69,0.23,87,6.59
2016,2,29,10.59,-3.97,68.06,0.42,87.21,3.37
2016,3,1,14.19,-0.17,70.06,0.5,86.5,8.57
2016,3,2,13.15,-3.79,68.31,0.74,86.67,4.62
2016,3,3,13.52,2.68,67.25,2.11,86.74,3.08
2016,3,4,11.96,1.05,76.69,0.36,86.38,5.48
2016,3,5,11.13,3.8,79.38,8.35,85.44,8.75
2016,3,6,6.29,-0.47,72.06,1.47,85.53,5.59
2016,3,7,4.89,-3.23,75.94,0.79,86.16,2.83
2016,3,8,6.37,-3.88,76.88,1.39,86.41,3.89
2016,3,9,11.32,-0.04,81.62,6.18,86.15,7.95
2016,3,10,9.99,1.51,73.75,1.46,86.25,6
2016,3,11,10.54,-0.13,82.06,2.42,85.81,5.95
2016,3,12,5.15,-0.48,75.81,2.48,85.89,7.11
2016,3,13,8.87,0.08,76.25,5.39,85.49,8.66
2016,3,14,3.39,-3.74,75.06,4.16,86.48,6.54
2016,3,15,4.44,-4.39,80.12,1.29,87.22,3.99
2016,3,16,8.48,-2.1,88,0.97,87.36,3.54
2016,3,17,10.25,-3.23,69.12,0.04,87.18,2.49
2016,3,18,15.76,-3.57,61.25,0,86.83,4.67
2016,3,19,18.37,0.94,57.94,0,86.77,3.94
2016,3,20,13.82,0.49,85.56,3.27,86.4,5.52
2016,3,21,9.26,-1.41,80.62,2.34,86.15,5.72
2016,3,22,5.78,-2.24,77.06,1.1,86.85,4.89
2016,3,23,9.34,-1.3,74.38,0.21,87.43,3.42
2016,3,24,9.31,-2.27,71.5,0.3,87.18,6.11
2016,3,25,6,-3.79,73.5,0.18,87.12,4.21
2016,3,26,10.76,-3.89,70.88,0.3,86.78,3.74
2016,3,27,6.93,-1.41,71.69,0.65,86.77,5.02
2016,3,28,6.4,-3.59,77.44,0.37,86.77,5.7
2016,3,29,9.44,-0.85,70.81,0.14,86.62,7.74
2016,3,30,16.02,-3.38,63,0,86.86,3.17
2016,3,31,17.9,1.01,54.19,0,87.1,2.75
2016,4,1,21.01,3.33,64.06,0,87.3,1.88
2016,4,2,20.73,6.08,70.12,0.01,87.18,2.94
2016,4,3,19.17,2.96,70.81,0.02,87,3.34
2016,4,4,9.79,-0.76,65.75,0.44,87.5,4.79
2016,4,5,14.44,-1.35,64.81,0.04,88.1,2.33
2016,4,6,24.55,2.15,46.75,0,87.83,2.39
2016,4,7,26.72,5.76,40.12,0,87.04,4.68
2016,4,8,24.99,6.48,49.44,0,86.51,3.91
2016,4,9,22.65,7.92,65.56,0.01,86.27,3.48
2016,4,10,20.37,5.08,64,0.02,86.42,3.46
2016,4,11,21.29,3.86,66.81,0.12,86.82,2.23
2016,4,12,14.88,3.18,62.56,1.19,87.06,4.02
2016,4,13,11.71,0.33,64.38,1.64,86.61,3.74
2016,4,14,7.54,-1.19,70.56,5.1,86.18,8.34
2016,4,15,12.28,-1.49,64.31,1.49,87.41,3.3
2016,4,16,18.66,-1.56,49.69,0,87.64,2.17
2016,4,17,23.43,3.02,41.5,0,87.53,4.84
2016,4,18,25.84,5.15,40,0,87.35,3.05
2016,4,19,26.15,6.73,41.5,0,86.95,2.77
2016,4,20,24.55,7.6,50.62,0.27,86.57,2.23
2016,4,21,20.97,5.08,52.81,0.15,86.23,4.27
2016,4,22,11.44,3.64,73.12,2.46,86.04,4.47
2016,4,23,15.3,2.83,67.31,0.75,86.78,5.45
2016,4,24,9.3,-0.26,69.81,1.53,86.8,4.77
2016,4,25,8.99,-1.63,66.56,0.25,86.9,6.84
2016,4,26,14.43,-1.57,59.81,0.47,86.79,2.94
2016,4,27,12.17,0.86,69.81,0.29,86.55,3.15
2016,4,28,14.52,1.22,68,0.06,86.83,4.36
2016,4,29,8.04,2.53,77.75,1.37,86.95,5.15
2016,4,30,14.76,1.99,67.31,0.29,87.4,5.04
2016,5,1,20.87,0.8,56.12,0,87.07,4.33
2016,5,2,22.95,5.21,42.62,0,86.99,4.12
2016,5,3,22.46,7.75,64.75,0.66,87.02,3.47
2016,5,4,16.48,8.74,75.06,4.47,86.73,2.66
2016,5,5,15.61,7.8,78.06,3.15,86.63,2.31
2016,5,6,17.98,7.98,74.56,0.59,86.71,6.19
2016,5,7,22.48,9.04,66.81,0.11,86.56,5.27
2016,5,8,18.12,3.17,64.88,0.05,86.52,6.63
2016,5,9,14.2,-0.25,59.56,0.04,86.87,5.82
2016,5,10,17.77,1.46,54.12,0,87.35,3.3
2016,5,11,24,2.39,44.69,0,87.16,4.24
2016,5,12,25.28,7.12,54.19,0,87.02,3.69
2016,5,13,26.8,9.11,50.56,0.01,86.84,3.07
2016,5,14,21.11,6.09,60.69,5.49,86.56,3.91
2016,5,15,9.04,4.74,82.88,5.31,86.82,5.03
2016,5,16,15.84,4.98,75.5,2,87.16,4.88
2016,5,17,23.41,3.93,61.75,0.03,87.38,2.36
2016,5,18,25.07,7.48,60.06,0.05,86.94,4.05
2016,5,19,10.4,3.12,63.38,0.33,86.44,5.45
2016,5,20,7.6,1.81,77.5,5.73,85.9,4.64
2016,5,21,7.34,1.82,87.38,15.94,86.25,3.54
2016,5,22,13.58,1.75,69.94,0.74,86.63,3.38
2016,5,23,15.5,2.89,67.12,0.38,86.56,2.45
2016,5,24,16.63,4.14,70.94,0.2,86.65,3.05
2016,5,25,17.8,4.94,68.44,0.09,87.08,3.57
2016,5,26,17.8,4.44,63.5,0,87.14,4.53
2016,5,27,15.16,2.73,58.38,0.02,87.07,4.84
2016,5,28,21.6,1.51,56.56,0.01,86.95,1.87
2016,5,29,20.73,6.47,62.56,0.01,87.09,3.95
2016,5,30,23.23,5.53,52.12,0,87.39,2.66
2016,5,31,27.7,6.08,39.94,0,87.07,2.49
2016,6,1,27.87,12.68,49.94,0,86.79,2.94
2016,6,2,24.16,9.93,62.19,0.03,87.21,3.98
2016,6,3,29.42,8.94,54.19,0,87.56,1.84
2016,6,4,33.45,12.73,43.81,0,87.23,3.1
2016,6,5,31.68,16.87,45.19,0.01,86.93,3.22
2016,6,6,31.72,14.61,57.31,0.05,86.74,4.02
2016,6,7,31.22,16.43,59.38,2.73,86.59,2.32
2016,6,8,23.58,9.85,64.19,0.74,86.53,4.29
2016,6,9,21.58,8.56,59.06,0.21,86.57,3.38
2016,6,10,18.54,4.06,58.81,0.97,86.78,4.16
2016,6,11,17.87,2.44,54.44,0.04,87.37,2.86
2016,6,12,24.62,3.23,44.94,0,87.35,2.27
2016,6,13,19.25,5.87,58.38,0.24,86.86,4.62
2016,6,14,12.58,2.23,57.88,0.33,86.71,4.49
2016,6,15,13.35,1.09,66.38,4.31,86.52,2.41
2016,6,16,13.22,3.12,59.38,0.95,86.98,2.46
2016,6,17,15.2,4.71,69.25,4.62,87,3.23
2016,6,18,14.94,3.8,67.44,9.87,87.37,3.85
2016,6,19,23.51,1.55,51.81,0.01,87.57,3.58
2016,6,20,25.71,6.43,48,0,87.31,3.84
2016,6,21,25.12,6.78,49.75,0.04,87.43,2.39
2016,6,22,27.61,7.7,52.06,0.01,87,2.98
2016,6,23,21.64,8.44,58.19,0.18,86.98,4.15
2016,6,24,18.09,5.51,57.88,0.19,87.43,4.16
2016,6,25,26.73,4.43,49.25,0,87.43,2.66
2016,6,26,30.98,8.67,41.06,0,87.33,2.84
2016,6,27,30.49,12.16,48.19,0,87.42,3.13
2016,6,28,31.37,12.53,52.44,0,87.38,3
2016,6,29,29.36,11.51,52.75,0,87.32,4.35
2016,6,30,27.23,9.57,50.62,0,87.34,4.12
2016,7,1,28.1,7.79,47.94,0,87.12,3.38
2016,7,2,28.7,12.23,55.12,0.01,87.04,3.02
2016,7,3,26.22,10.62,55.5,0,87.18,4.09
2016,7,4,22.02,8.59,52.88,0,87.21,3.84
2016,7,5,22.75,7.05,57.81,0,87.06,3.91
2016,7,6,23.55,7.04,58.94,0,87.01,3.11
2016,7,7,26.06,10.82,53,0.31,86.79,3.32
2016,7,8,20.94,12.02,69,5.54,86.74,3.48
2016,7,9,22.96,9.25,60,1.15,86.87,3.44
2016,7,10,15.83,6.79,64,1.86,87.01,4.15
2016,7,11,23.38,5.86,55.31,0.1,87.01,2.02
2016,7,12,22.26,8.13,59,0.06,87,3.41
2016,7,13,27.44,7.08,50.88,0,87.41,2.78
2016,7,14,29.64,10.02,48.56,0,87.42,3.24
2016,7,15,23.37,8.44,54.81,0,87.24,4.28
2016,7,16,24.3,7.37,55.88,0,87.01,2.98
2016,7,17,26.01,10.12,54.88,2.4,86.74,2.7
2016,7,18,24.08,12.12,58.06,2.74,86.93,2.7
2016,7,19,25.14,9.77,57.38,0.47,87.14,3.49
2016,7,20,27.92,9.59,52.06,0,87.24,2.36
2016,7,21,30.19,11.03,48.62,0.01,87.16,4.18
2016,7,22,24.08,10.33,55.56,0.02,87.59,3.85
2016,7,23,26.25,8.49,52.12,0,87.51,2.84
2016,7,24,31.38,9.23,40.75,0,87.19,2.48
2016,7,25,32.7,13.3,43.38,0,87.2,3.11
2016,7,26,30.27,13.5,55.69,0,87.32,3.8
2016,7,27,31.44,12.05,50.5,0,87.31,2.95
2016,7,28,34.26,14.14,44.56,0,87.29,2.59
2016,7,29,34.59,16.78,39.88,0,87.02,3.02
2016,7,30,30.17,12.48,45.25,0,86.82,4.12
2016,7,31,26.63,8.25,41,0,86.96,3.46
2016,8,1,30.86,9.51,36.31,0,87.06,2.24
2016,8,2,24.2,8.93,48.31,0,87.32,4.48
2016,8,3,26.81,6.4,50.06,0,87.49,2.34
2016,8,4,30.73,9.65,35.88,0,87,3.1
2016,8,5,29.38,13.04,42.62,0.06,86.69,3.66
2016,8,6,28.55,10.63,45.06,0,86.66,2.98
2016,8,7,24.8,8.93,47.94,0.02,86.73,3.87
2016,8,8,21.51,7.59,59.81,0.39,86.78,3.02
2016,8,9,20.84,7.69,62.25,0.29,86.93,3.37
2016,8,10,25.56,8.08,52.5,0,87.08,2.05
2016,8,11,29.7,9.65,42.38,0,87.32,2.37
2016,8,12,32.33,12.05,37.88,0,87.35,2.84
2016,8,13,32.86,14.33,37.56,0,87.18,3.14
2016,8,14,29.98,15.38,50.25,0,87.06,2.47
2016,8,15,31.9,12.54,43.75,0.03,87.19,2.46
2016,8,16,31.44,13.35,50.12,0,87.21,3.4
2016,8,17,30.13,11.66,53.56,0,87.15,3.21
2016,8,18,33.02,13.64,40.06,0,87.12,3.32
2016,8,19,31.09,14.23,35.19,0,87.16,3.72
2016,8,20,31.53,13.69,31.81,0,86.99,2.88
2016,8,21,29.65,13.37,41.19,0,86.8,3.91
2016,8,22,23.76,8.73,46.5,0,87.04,3.7
2016,8,23,25.58,6.94,41.44,0,87.41,2.75
2016,8,24,25.11,10.26,39.06,0,87.56,3.97
2016,8,25,26.55,9.46,39.62,0,87.28,4.06
2016,8,26,27.93,11.8,34.31,0,86.95,2.47
2016,8,27,28.42,11.65,45.06,0,86.86,3.54
2016,8,28,30.76,10.59,48.88,0,87.16,2.91
2016,8,29,30.4,12.32,43.19,0,87.17,2.58
2016,8,30,25.92,11.29,51.44,0,86.96,2.17
2016,8,31,27.35,9.58,55.19,0,86.87,3.49
2016,9,1,24.57,8.22,58.06,0.12,86.93,3.5
2016,9,2,18.77,7.16,59.12,0.08,86.95,3.16
2016,9,3,19.23,6.08,58.56,0.06,86.76,2.61
2016,9,4,16.9,4.77,63.69,0.04,86.71,3.74
2016,9,5,20.3,4.26,54.44,0,86.89,1.74
2016,9,6,17.28,7.77,63.75,1.56,86.95,3.6
2016,9,7,23.33,8.56,62.56,0.03,87.31,2.42
2016,9,8,22.24,6.46,51.62,0,87.56,3.62
2016,9,9,24.92,4.15,44.19,0,87.74,2.67
2016,9,10,28.9,7.23,34.5,0,87.38,2.94
2016,9,11,20.23,5.41,53.12,0,87.13,4.52
2016,9,12,16.05,2.58,53.81,0,87.08,5.36
2016,9,13,20.24,2.91,41.12,0,86.87,3.27
2016,9,14,20.34,3.83,36.31,0,87.17,2.73
2016,9,15,23.17,7.78,39.12,0,87.4,1.33
2016,9,16,25.22,8.67,35.31,0,87.27,1.63
2016,9,17,21.48,10.8,59.62,0.39,87.13,4.04
2016,9,18,21.34,11.25,76.25,0.68,87.12,3.88
2016,9,19,20.72,8.17,58.88,0.04,87.2,3.16
2016,9,20,17.93,6.59,56.06,0,87.01,2.95
2016,9,21,16.66,4.62,60.94,0.54,86.71,4.04
2016,9,22,12.33,3.33,76.38,1.6,86.92,4.11
2016,9,23,14.37,1.99,77.94,0.65,87.24,3.54
2016,9,24,19.61,3.78,52.44,0.02,87.83,2.12
2016,9,25,27.21,6.13,36.94,0,88.04,2.91
2016,9,26,29.78,11.09,38.75,0,87.44,4.07
2016,9,27,25.94,9.44,63.31,0,87.2,2.52
2016,9,28,28.42,9.15,53.56,0,86.91,2.33
2016,9,29,25.9,9.5,53.69,0.01,86.9,3.2
2016,9,30,20.02,5.15,53.75,0,86.83,3.39
2016,10,1,13.72,1.44,56.12,0.02,86.91,3.32
2016,10,2,11.58,2.64,62.88,0.1,86.52,1.95
2016,10,3,12.44,1.26,69.75,0.46,86.56,2.77
2016,10,4,11.51,1.76,76.69,0.88,86.7,3.34
2016,10,5,10.19,1.09,83.38,4.92,86.88,5.08
2016,10,6,13.57,3.69,69.31,0.72,87.16,2.59
2016,10,7,18.41,5.99,72.12,0.55,87.14,4.15
2016,10,8,23.13,7.6,69.56,0.05,86.99,3.09
2016,10,9,20.08,5.9,69.06,0.02,86.85,3.98
2016,10,10,16.14,4.76,74.12,0.78,86.8,3.54
2016,10,11,15.96,0.98,53,0.02,87.15,2.1
2016,10,12,19.62,0.83,41.69,0.01,86.96,3.05
2016,10,13,12.29,7.38,71.69,12.22,86.06,8.71
2016,10,14,9.78,4.39,75.44,3.82,85.92,7
2016,10,15,11.43,3.98,82.5,7.29,85.5,8.8
2016,10,16,10.25,3.15,81.5,3.23,85.4,6.96
2016,10,17,10.48,2.23,78.38,2.66,86.22,5.7
2016,10,18,8.08,0.92,82.94,3.07,87.15,3.58
2016,10,19,14.27,-1.8,67.56,0.08,87.72,3.73
2016,10,20,15.16,4.44,75.12,0.87,87.37,4.24
2016,10,21,12.01,1.39,84.69,0.8,86.89,3.05
2016,10,22,12.6,-0.38,69.62,0.03,86.61,2.87
2016,10,23,15.44,1.44,60.44,0,86.48,4.15
2016,10,24,13.25,4.33,60.56,1.6,86.17,7.8
2016,10,25,13.15,0.47,82.62,5.22,86.73,3.16
2016,10,26,16.5,7.4,73.25,3.67,86.61,6.85
2016,10,27,8.47,1.47,85.56,7.41,86.49,2.86
2016,10,28,11.63,0.34,75.88,0.91,86.64,3.38
2016,10,29,11.42,4.89,87.56,7.45,86.6,3.73
2016,10,30,14.26,3.84,81.19,3.11,85.92,6.67
2016,10,31,8.62,0.8,78,0.9,86.43,4.98
2016,11,1,10.55,-0.2,75.12,0.14,86.82,3.05
2016,11,2,16.35,0.96,62.94,0,87.26,4.62
2016,11,3,14.59,1.67,63.75,0.01,87.56,3.59
2016,11,4,19.8,3.43,49.56,0,87.32,4.61
2016,11,5,17.19,2.98,64.75,0.84,86.78,5.31
2016,11,6,13.86,2.38,76.06,0.37,86.95,2.88
2016,11,7,15.15,3.87,75.75,0.02,87.39,4.55
2016,11,8,19.83,5.38,61,0,87.37,4.9
2016,11,9,16.99,3.06,69.81,0,87.45,3.09
2016,11,10,21.84,5.87,55.88,0,87.29,4.33
2016,11,11,20.15,6.52,61.56,0.03,86.95,5.06
2016,11,12,12.38,4.48,72.44,0.05,87.16,4.08
2016,11,13,14.65,2.07,73,0.16,87.26,3.62
2016,11,14,9.26,5.59,85.25,6.88,86.97,5.38
2016,11,15,7.81,-2.01,79.69,1.38,86.57,5.73
2016,11,16,3.08,-4.11,82.56,0.14,86.72,2.32
2016,11,17,4.35,-4.14,71.94,0.01,87.11,2.84
2016,11,18,6.06,-2.61,48.81,1.15,86.57,7.82
2016,11,19,9.69,1.69,77.94,2.66,86.11,7.33
2016,11,20,8.33,-0.01,86.31,1.61,86.25,5.72
2016,11,21,5.58,-2.82,87.75,0.55,86.68,2.59
2016,11,22,8.12,-3.28,80.25,2.09,86.68,5.55
2016,11,23,3.73,-3.82,82.38,1.3,86.89,4.57
2016,11,24,4.1,-2.15,74.31,0.76,86.86,7.92
2016,11,25,4.66,-0.41,72,0.95,86.43,6.84
2016,11,26,8.84,-2.07,62.81,0.47,85.54,7.28
2016,11,27,2.67,-2.9,81.44,1.5,85.85,5.97
2016,11,28,2.59,-1.88,89.12,1.19,86.36,7.38
2016,11,29,4.11,-3.13,83.69,0.09,86.95,2.93
2016,11,30,2.19,-3.92,88.94,0.55,86.86,3.54
2016,12,1,0.73,-4.78,88.94,0.27,87.37,3.19
2016,12,2,2.21,-4.03,82.5,0.75,87.52,3.05
2016,12,3,3.37,-2.52,86.25,0.42,87.37,3.18
2016,12,4,2.01,-5.82,87.19,4.01,86.74,5.56
2016,12,5,-1.49,-6.92,73.31,2.33,86.7,4.02
2016,12,6,-3.48,-9.74,83,2.55,86.54,3.72
2016,12,7,-4.04,-13.94,73,0.17,87.15,4.92
2016,12,8,1.58,-7.58,84.38,12.8,86.4,7.45
2016,12,9,1.3,-1.5,97.62,6.31,86.55,3.4
2016,12,10,1.41,-4.56,93,1.51,86.32,3.55
2016,12,11,1.14,-4.52,91.12,2.17,86.65,4.46
2016,12,12,-0.64,-10.76,83.38,0.53,86.97,2.98
2016,12,13,-1.68,-12.56,88.88,0.49,86.9,2.62
2016,12,14,1.31,-6.56,93.81,23.88,86.16,5.27
2016,12,15,1.04,-11.1,96.5,4.59,85.8,1.78
2016,12,16,-8.77,-17.67,98.56,0.55,86.27,2.79
2016,12,17,-7.18,-20.86,96.5,0.12,87.37,2.7
2016,12,18,-4.13,-16.58,94.31,0.02,87.81,4.78
2016,12,19,0.6,-12.62,93.38,2.15,87.48,5.5
2016,12,20,0.83,-8.49,95.12,2.41,87.53,4.34
2016,12,21,-1.5,-16.07,89.69,0.01,87.69,5.04
2016,12,22,-0.44,-12.99,93.5,0.04,86.52,6.52
2016,12,23,0.91,-4.88,95.25,11.83,85.5,5.12
2016,12,24,-3.19,-11.57,97.62,0.9,86.06,3.77
2016,12,25,-5.4,-16.38,96,0.09,86.68,2.95
2016,12,26,-2.62,-17.01,88.12,1.64,87.21,4.58
2016,12,27,0.9,-7.13,94.19,1.95,86.97,5.29
2016,12,28,0.11,-6.15,93.56,0.25,87.7,3.66
2016,12,29,0.76,-8.69,96.81,0.02,87.37,5.76
2016,12,30,-1.16,-10.01,96.56,0.9,87.03,2.99
2016,12,31,-0.93,-13.24,94.44,0.13,86.54,3.8
2017,1,1,-3.72,-10.02,90.5,2.86,85.49,4.11
2017,1,2,-4.17,-9.83,91.44,2.72,85.77,3.69
2017,1,3,-4.7,-13.64,94.25,4.17,86.55,3.51
2017,1,4,-8.21,-20.71,95.56,6.35,86.39,3.62
2017,1,5,-6.44,-22.68,95.25,0.05,86.91,3.09
2017,1,6,-9.64,-21.93,94.62,0.32,86.64,6.63
2017,1,7,0.04,-18.31,95.56,13.31,86.18,8.3
2017,1,8,1.22,-3.02,95.19,13.38,85.79,7.16
2017,1,9,0.19,-6.2,94.19,5.31,85.68,4.64
2017,1,10,1.35,-3.38,94.31,12.51,85.08,5.11
2017,1,11,0.94,-10.84,94.31,2.1,85.61,3.23
2017,1,12,-2.61,-13.07,98.44,0.11,86.8,1.87
2017,1,13,-5.35,-15.15,97.56,0.01,87.6,4.84
2017,1,14,-4.26,-13.02,96.25,0,87.56,6.16
2017,1,15,-3.1,-13.69,97,0.01,87.35,4.21
2017,1,16,-0.49,-12.15,92.75,0.05,87.27,5.23
2017,1,17,0.57,-12.63,95.88,2.13,86.54,8.2
2017,1,18,1.22,-0.38,92.81,6.82,85.5,9.02
2017,1,19,1.07,-5.46,95.25,0.57,85.46,4.38
2017,1,20,1.13,-4.34,92.25,1.88,84.28,5.9
2017,1,21,1.3,-7.02,92.75,1.2,85.01,5.57
2017,1,22,0.63,-8.93,89.19,1.47,85.23,5.89
2017,1,23,-0.51,-8.59,93.12,1.57,85.73,2.88
2017,1,24,-0.74,-11.3,94.19,0.26,86.69,2.96
2017,1,25,-0.67,-7.99,94.25,2.23,87.24,2.62
2017,1,26,0.37,-8.31,94.81,0.9,87.91,2.05
2017,1,27,0.11,-10.03,93.94,0.06,88.48,4.66
2017,1,28,0.62,-11.33,89.12,0,88.48,6.58
2017,1,29,0.02,-10.21,94.44,0.01,88.1,5.48
2017,1,30,2.33,-5.92,90.62,0.01,87.36,3.61
2017,1,31,1.05,-3.83,93.44,1.37,86.89,2.54
2017,2,1,0,-7.1,93.38,1.19,86.78,3.27
2017,2,2,-0.28,-10,93,1.14,86.6,5.31
2017,2,3,2.21,-0.21,94.19,5.12,85.58,7.38
2017,2,4,2.28,-0.83,92.88,2,86.03,5.82
2017,2,5,2.93,0.29,88.12,0.23,85.45,9.19
2017,2,6,1.63,-5.53,85.06,1.47,85.26,6.8
2017,2,7,1.81,-5.26,93.75,11.12,85.55,4.43
2017,2,8,2.8,-1.7,94.94,4.04,86.28,4.88
2017,2,9,4.24,0.87,93.19,2.35,85.6,7.59
2017,2,10,3.48,-6.57,90.12,1.28,86.4,4.13
2017,2,11,1.98,-7.12,81.25,0.02,87.77,2.37
2017,2,12,5.51,-7.08,73.06,0,87.82,5.05
2017,2,13,7.96,-3.57,71.69,0,87.48,6.38
2017,2,14,10.62,-3.61,69.06,0,87.16,6.84
2017,2,15,9.79,-0.42,76.94,4.1,86.34,9.34
2017,2,16,6.55,-2.6,78.69,4.57,85.57,8.75
2017,2,17,7.73,-2.29,82.44,0.83,85.42,4.06
2017,2,18,5.23,-1.02,86.69,4.09,85,3.44
2017,2,19,5.37,-3.33,81.25,3.08,85.36,5.35
2017,2,20,7.9,-0.36,86.44,7.42,85.57,7.57
2017,2,21,3.92,-3.75,82.69,2.7,86.22,7.06
2017,2,22,-1.18,-4.19,84.62,1.32,86.79,3.89
2017,2,23,-1.89,-5.45,74.12,0.38,86.9,4.62
2017,2,24,-0.58,-7.13,70.44,0.08,86.9,2.74
2017,2,25,1.68,-9.35,74.88,0,86.82,2.84
2017,2,26,0.12,-5.13,78.62,1.32,85.74,4
2017,2,27,0.14,-7.84,80,0.86,85.79,4.62
2017,2,28,1.64,-5.68,79.81,1.18,86.72,5.63
2017,3,1,6.4,-7.19,77.06,0.03,87.74,3.02
2017,3,2,9.9,-3.81,73.5,0.01,87.56,3.77
2017,3,3,8.3,-2.53,83,1.54,86.64,5.02
2017,3,4,6.51,-1.8,79.88,3.71,85.54,4.87
2017,3,5,-0.93,-5.74,69.44,1.74,85.32,5.37
2017,3,6,0.44,-6.22,74.5,2.79,86.23,6.8
2017,3,7,5.76,-2.17,83.06,4.43,86.68,7.61
2017,3,8,8.56,0.26,88.31,2.06,87,6.52
2017,3,9,9.96,1.2,92.25,1.72,87.09,5.55
2017,3,10,13.1,1.38,73.81,0.25,87.3,4.34
2017,3,11,11.71,0.42,79.44,0.36,87.13,5.22
2017,3,12,14.98,0.51,69.25,0.01,87.47,2.68
2017,3,13,17.37,0.15,79.19,0.1,87.23,4.59
2017,3,14,16.34,4.19,80.94,0.34,86.95,4.69
2017,3,15,13.33,1.68,84.81,4.17,86.65,5.98
2017,3,16,11,-1.95,70.75,0.08,87.17,2.58
2017,3,17,14.84,-0.02,76.56,1.82,86.74,5.41
2017,3,18,14.39,1.39,79.25,2.54,86.46,7.32
2017,3,19,11.98,-0.45,80.44,0.99,86.98,1.9
2017,3,20,16.71,3.55,75.12,0.92,86.55,4.98
2017,3,21,11.63,3.08,75.62,2.56,86.05,5.84
2017,3,22,8,-0.98,76.56,1.36,86.46,4.13
2017,3,23,12.26,-3.48,69.38,1.33,86.72,3.84
2017,3,24,6.19,-1.8,80.81,6.9,86.53,6.62
2017,3,25,8.99,-1.78,72.19,0.47,86.87,3.61
2017,3,26,11.27,-0.56,81.44,6.77,86.3,4.98
2017,3,27,7.29,-2.89,76.5,0.94,87.02,3.91
2017,3,28,11.32,-3.01,74.31,0.54,87.51,2.83
2017,3,29,11.77,2.5,83.88,6.73,86.87,6.15
2017,3,30,4.21,-1.38,80.38,2.59,86.9,7.93
2017,3,31,11.76,-2.77,63.94,0.12,87.39,3.98
2017,4,1,12.44,-0.57,73.44,0.38,87.36,3.91
2017,4,2,8.9,-1.2,67.38,0.05,87.31,5.14
2017,4,3,9.11,-3.91,60.81,0.03,87.02,2.71
2017,4,4,13.01,-0.69,59.44,0.1,86.79,4.07
2017,4,5,14.51,5.22,67.62,0.25,86.59,4.8
2017,4,6,14.93,4.33,62.56,2.07,85.76,7.93
2017,4,7,8.45,0.26,62.19,1.49,85.37,9.87
2017,4,8,4.57,-3.88,71.38,2.02,86.37,4.33
2017,4,9,8.49,-4.74,66.81,1.05,86.79,4.37
2017,4,10,9.93,-3.85,64.69,1.16,86.93,4.64
2017,4,11,8.4,-2.49,73.5,2.57,86.36,5.36
2017,4,12,9.8,1.26,79.12,6.53,86.01,6.02
2017,4,13,6.85,-3.11,73.81,2.09,86.25,3.43
2017,4,14,6.4,-3.86,69.94,0.89,87.06,3.48
2017,4,15,12.26,-3.44,63.44,0.02,87.1,1.91
2017,4,16,14.76,-0.04,66,3.52,86.36,5.91
2017,4,17,11.59,-1.53,75.62,5.52,86.47,4.27
2017,4,18,12.2,-0.2,70.75,2.35,86.77,3.25
2017,4,19,13.58,-0.17,65.62,1.79,86.94,5.15
2017,4,20,9.08,0.75,72.19,1.17,87.39,4.04
2017,4,21,16.47,-0.42,58.81,0.19,87.42,3.45
2017,4,22,15.4,2.76,58.69,0.11,86.57,6.34
2017,4,23,11.97,2.04,70.5,1.3,86.4,3.2
2017,4,24,8.68,0.19,76.44,6.47,86.01,6.53
2017,4,25,11.47,-2.95,73.56,1.65,86.47,4.35
2017,4,26,9.47,0.68,76.5,4.06,86.37,5.69
2017,4,27,7.94,-1.72,71.88,0.97,86.83,5.81
2017,4,28,11.2,-2.77,64.69,0.21,87.38,3.88
2017,4,29,15.7,-3.28,58.88,0.05,87.42,3.38
2017,4,30,14.04,0.08,66.75,0.71,87.41,5.58
2017,5,1,16.09,-1.25,70.06,0.32,87.3,4.02
2017,5,2,16.71,5.5,75.5,0.14,87.34,2.11
2017,5,3,25,6.74,64.44,0.01,87.35,2.44
2017,5,4,28.51,10.38,55.19,0.25,86.73,5.38
2017,5,5,17.44,1.97,71.94,0.79,86.44,5.21
2017,5,6,10.13,-0.25,63.62,0.08,86.72,6.29
2017,5,7,13.6,-0.69,56.69,0.01,87.04,4.46
2017,5,8,19.35,1.68,44.06,0,87.1,2.61
2017,5,9,22.17,6.03,54.75,0,86.82,1.91
2017,5,10,25.04,6.63,59.81,0,86.54,3.11
2017,5,11,15.8,3.82,69.5,1.84,86.57,5.7
2017,5,12,9.32,0.94,63.81,1.15,86.64,3.46
2017,5,13,6.4,-1.13,69.06,1.66,86.63,3.19
2017,5,14,10.94,-3.01,67.56,0.48,86.65,2.71
