YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Earth skin temperature(degree celcius),relative humidity(%),Precipitation(mm/day),Surface pressure(kpa),Wind speed at 10 meters(m/s)
2018,1,25,11.34,13.8,0.29,34.94,0,78.5,6.01
2018,1,26,1.74,10.38,-3.27,45.75,0.43,78.69,5.33
2018,1,27,4.53,13.67,-3.92,45,0.03,79.4,2.79
2018,1,28,6.94,12.71,-2.1,58.31,0.13,79.77,3.95
2018,1,29,10.29,14.23,0.23,53.12,0.08,79.84,3.93
2018,1,30,11.71,11.5,2.07,40.88,0.04,78.92,6.05
2018,1,31,11.47,15.58,0.8,55.19,0.22,78.56,3.41
2018,2,1,4.04,8.92,-1.48,67.38,0.57,79.11,3.29
2018,2,2,11.9,15.2,1.36,60.06,0.24,79.12,2.88
2018,2,3,9.48,9.74,2.37,55.69,0.3,78.64,6.23
2018,2,4,9.44,11.84,1.19,66.81,0.33,78.76,4.25
2018,2,5,8.6,13.09,1.69,58.62,1.39,78.52,5.43
2018,2,6,5.33,10.18,-0.69,59.81,0.54,78.73,3.13
2018,2,7,8.93,14.12,0.31,52.81,0.15,79.43,4.49
2018,2,8,12.49,14.27,3.01,53.25,0.02,79.26,5.23
2018,2,9,11.76,20.16,1.44,63,0.38,78.67,3.78
2018,2,10,-1.74,7.8,-5.46,76.75,4.27,78.28,3.45
2018,2,11,4.29,15.29,-3.92,43.06,0.01,78.61,3.66
2018,2,12,4.85,12.77,-2.35,66.94,0.47,78.57,2.9
2018,2,13,10.22,13.61,0.54,58.31,0.23,79.03,3.02
2018,2,14,11.94,14.25,2.76,51.38,0.05,78.6,6.68
2018,2,15,8.54,16.25,1.38,58.56,1.03,78.58,4.26
2018,2,16,7.78,15.96,-1.41,47.81,0.04,78.87,3.16
2018,2,17,9.02,14.67,0.52,40.81,0.21,78.7,4.3
2018,2,18,12.67,16.24,3.08,43.25,0.04,77.68,6.77
2018,2,19,6.73,16.55,-2.12,74.06,3.96,77.39,4.75
2018,2,20,-2.06,10.22,-6.31,49.81,0.1,78.31,1.79
2018,2,21,2.28,16.05,-5.43,46.69,0.15,78.9,2.7
2018,2,22,1.87,10.57,-3.86,62.44,0.39,78.56,1.35
2018,2,23,3.8,14.27,-3.67,55.56,0.44,78.53,3.03
2018,2,24,-1.35,8.39,-5.24,44.12,0.15,78.16,6.12
2018,2,25,0,12.36,-6.06,45.31,0.21,78.51,5.66
2018,2,26,9.62,18.98,-1.55,36.69,0,78.52,3.99
2018,2,27,9.71,14.21,0.35,35.38,0.24,78.38,3.75
2018,2,28,4.68,8.99,0.31,52.62,0.02,78.43,2.45
2018,3,1,11.62,16.66,2.12,44.06,0,78.83,3.77
2018,3,2,14.86,17.35,3.83,38.12,0,78.65,5.18
2018,3,3,17.33,18.88,5.82,31.12,0,78.54,4.7
2018,3,4,12.82,18.11,3.97,32.44,0.09,78,7.87
2018,3,5,1.26,7.91,-2.5,34.75,0.13,78.79,8.85
2018,3,6,5.15,12.54,-1.43,37.56,0.01,79.24,5.05
2018,3,7,8.58,15.39,0.23,35.94,0.09,79.21,3.98
2018,3,8,13.11,15.41,4.29,37.38,0.05,78.78,4.27
2018,3,9,13.72,15.67,5.05,40.69,0,78.51,4.15
2018,3,10,8.62,13.8,2.26,50.06,0.38,78.82,3.88
2018,3,11,6.94,12.48,0.5,42.5,0,79.5,2.84
2018,3,12,12.51,15.92,4.4,41.94,0.16,79.37,3.56
2018,3,13,12.19,16.08,4.53,50.19,0.02,79.36,3.13
2018,3,14,17.31,18.35,8.72,41.88,0,78.68,3.19
2018,3,15,16.48,16.31,7.98,58.06,2.04,77.76,4.41
2018,3,16,9.69,12.52,3.45,44.62,0.19,78.1,5.48
2018,3,17,14.51,18.27,5.28,37.94,0.05,78.32,4.73
2018,3,18,11.56,14.43,3.94,55.69,9.4,78.02,3.66
2018,3,19,3.26,9.52,-1.7,63.62,0.24,78.78,4.54
2018,3,20,6.81,13.56,-0.7,50.81,0.28,78.86,4.7
2018,3,21,13.19,17.26,4.27,46.5,0.12,78.95,1.91
2018,3,22,20.2,20.59,9.91,51.81,0.11,79.08,4.09
2018,3,23,17.01,14.85,9.91,46.94,0.61,78.52,6.89
2018,3,24,17.23,19.34,8.19,40.44,0.11,78.59,4.2
2018,3,25,17.5,18.23,8.99,42.69,0.15,78.18,3.07
2018,3,26,13.56,16.8,6.24,58.19,11.13,78.49,2.95
2018,3,27,7.37,12.16,0.79,68.38,1.81,79,2.89
2018,3,28,4.98,8.97,0.41,69.94,4.62,78.69,3.53
2018,3,29,7.78,13.88,0.26,61,0.72,79.02,3.71
2018,3,30,14.93,19.66,6.01,50.56,0,79.01,4.26
2018,3,31,16.23,18.23,7.11,53.75,0.17,78.98,2.04
2018,4,1,15.3,18.85,7.22,53.44,0.13,78.49,3.43
2018,4,2,20.45,18.41,11.1,39.44,0.45,77.7,6.02
2018,4,3,7.92,13.59,2.69,33.88,0.01,78.72,4.42
2018,4,4,16.08,20.16,6.69,32.38,0.1,78.87,3.48
2018,4,5,16.84,17.62,9.26,44.88,0.06,78.85,3.21
2018,4,6,5.48,8.25,3.25,74.69,3.34,78.64,3.19
2018,4,7,17.29,20.71,8.76,65.44,1.71,78.36,2.3
2018,4,8,13.66,11.46,8.78,49.44,1.7,78.25,5.31
2018,4,9,11.19,12.81,5.15,54.56,1.45,79.33,2.51
2018,4,10,18.87,20.67,10.05,37.06,0,79.35,4.11
2018,4,11,22.26,16.93,13.39,29.81,0.06,78.57,5.78
2018,4,12,21.62,19.73,13.12,33.5,0.23,77.69,6.97
2018,4,13,5.61,9.09,1.83,55.31,3.74,78.27,9.34
2018,4,14,9.94,14.09,3.05,46.5,0.66,79.18,7.03
2018,4,15,14.48,16.47,8.16,44.94,0.15,79.12,2.82
2018,4,16,21.97,18.77,13.64,32.31,0,78.55,4.44
2018,4,17,17.22,20.12,9.27,23.88,0.25,78.17,10.2
2018,4,18,12.86,18.38,5.7,31.88,0,79.34,3.77
2018,4,19,17.34,20.43,8.27,29.5,0.02,79.11,7.44
2018,4,20,11.03,11.47,5.76,63.38,6.46,78.56,6.09
2018,4,21,5.08,7.69,2.73,75.69,2.96,79.21,3.23
2018,4,22,16.93,18.25,9.2,51.06,0.07,79.29,4.17
2018,4,23,20.86,18.27,13.33,43.88,0.46,79.15,3.52
2018,4,24,5.54,8.84,2.4,68.5,4.98,79.82,5.07
2018,4,25,17.99,23.2,8.16,43.06,0,79.48,2.65
2018,4,26,12.79,11.5,7.73,49.12,0,79.51,5.27
2018,4,27,21.4,20.82,12.4,34.62,0,79.26,3.27
2018,4,28,23.83,20.21,15.15,36.25,0.06,78.85,3.68
2018,4,29,24.87,16.91,16.54,31.5,0.01,78.32,5.36
2018,4,30,21.87,16.1,14.77,29.56,0.03,78.18,4.35
2018,5,1,19.33,14.7,12.47,55.88,0.43,78.39,4.27
2018,5,2,14.24,11.47,9.52,72.44,9.13,78.63,3.56
2018,5,3,7.48,5.45,4.12,81.31,17.74,78.98,4.77
2018,5,4,17.87,17.65,10.47,48.88,0.12,79.78,3.17
2018,5,5,22.59,18.73,15.43,38.81,0.01,79.69,2.7
2018,5,6,23.84,17.41,16.55,36.69,0,79.61,2.86
2018,5,7,25.09,16.73,17.14,36.62,0,79.38,3.3
2018,5,8,24.4,15.69,17.76,37.56,0,79.29,3.39
2018,5,9,24,16.74,16.5,34.44,0,79.16,2.98
2018,5,10,29.66,20.94,20.13,33.56,0.01,78.64,4.69
2018,5,11,25.94,18.77,17.35,49.94,0.28,78.4,3.12
2018,5,12,24.95,17.28,17.5,54.94,0.28,78.78,4.02
2018,5,13,22.48,15.7,16.85,55.06,1.9,78.93,2.8
2018,5,14,20.9,14.05,15.68,61,4.43,79.14,3.09
2018,5,15,23.3,18.15,16.76,52.81,1.08,79.25,2.95
2018,5,16,26.44,19.14,19.82,32.69,0,79.1,3.61
2018,5,17,28.7,19.97,20.72,24.25,0,78.64,4.23
2018,5,18,21.32,12.68,15.9,52.94,2.24,78.71,3.03
2018,5,19,11.97,9.47,9.12,77.38,5.16,79.22,4.55
2018,5,20,20.22,19.45,13.02,60.62,1.92,79.31,2.54
2018,5,21,25.65,18.6,18.26,42.56,0.08,79.01,3.36
2018,5,22,24.04,15.92,17.51,42.75,0.31,78.86,3.06
2018,5,23,25.9,18.55,19.04,42.69,0.13,79.01,3.05
2018,5,24,27.85,18.43,21.42,32.94,0,79.32,2.29
2018,5,25,29.89,19.8,23.01,29.19,0,79.23,3.05
2018,5,26,32.04,20.37,23.46,20,0.01,78.8,4.62
2018,5,27,29.8,18.06,21.88,36.56,0.02,78.71,4.92
2018,5,28,24.82,14.57,19.84,50.12,2.27,78.89,2.7
2018,5,29,22.72,14.95,17.48,42.31,0.58,78.84,2.59
2018,5,30,26.97,18.52,19.9,42.81,1.32,78.84,2.8
2018,5,31,30.59,20.61,23.09,26.25,0.01,78.75,4.94
2018,6,1,29.33,17.78,21.92,19.12,0,78.82,5.35
2018,6,2,26.96,21.37,19.16,29.56,0,79.72,2.94
2018,6,3,23.32,15.45,17.12,39.56,0.46,79.52,2.98
2018,6,4,30.77,19.95,23.09,29.19,0,79.2,3.6
2018,6,5,32.28,19.25,25.41,24.38,0.09,79.07,2.31
2018,6,6,30.76,17.5,23.59,29.06,0.35,79.03,3.76
2018,6,7,32.01,19.41,24.21,25.56,0.02,79.07,3.62
2018,6,8,33.11,20.75,25.23,19.06,0,79.22,2.84
2018,6,9,33.11,20.55,25.9,16.75,0,79.02,3.1
2018,6,10,33.07,17.27,25.97,15.75,0,78.56,4.65
2018,6,11,30.67,20.7,23.09,22.75,0,78.99,2.66
2018,6,12,29.94,18.67,22.72,28.19,0.01,79.32,4
2018,6,13,33.83,20.11,26.47,33.44,0.32,79.15,3.38
2018,6,14,33.27,15.46,26.76,22.44,0.02,78.85,4.14
2018,6,15,33.08,16.68,27.05,27.62,0.07,78.68,3.27
2018,6,16,28.65,13.86,22.13,43.06,0.5,78.54,3.53
2018,6,17,24.98,13.07,20.26,64.56,10.05,78.91,3.68
2018,6,18,30.12,19.12,22.64,52.56,4.27,79.14,3.23
2018,6,19,29.44,18.18,22.16,56.38,3.01,79.19,3.95
2018,6,20,24.59,13.94,20.37,51.44,0.06,79.44,3.66
2018,6,21,29.87,20.11,22.62,37.62,0.04,79.38,3.59
2018,6,22,29.44,17.48,22.4,36.56,0.28,79.01,3.85
2018,6,23,30.11,19.29,23.68,38.88,0.03,78.85,2.34
2018,6,24,23.63,13.41,18.12,55.75,3.6,79.17,2.95
2018,6,25,28.42,20.48,21.33,34.94,0,79.31,2.75
2018,6,26,34.16,21.7,26.31,21.12,0.02,79.23,3.57
2018,6,27,36.05,20.18,28.35,22.5,0.03,79.19,2.35
2018,6,28,36.6,19.45,28.51,20.5,0,78.85,3.96
2018,6,29,33.36,16.58,26,17.94,0,78.75,3.88
2018,6,30,27.94,16.13,21.66,49.19,0.43,79.15,3.91
2018,7,1,31.96,22.16,23.61,40.31,0.01,79.33,2.82
2018,7,2,34.18,20.71,27.25,23.19,0,79.17,2.85
2018,7,3,34.64,19.15,27.29,22.88,0.28,79.11,2.7
2018,7,4,32.4,16.09,26.64,30.25,0.24,79.72,3.7
2018,7,5,26.17,10.04,21.78,60.5,11.02,80.37,3.77
2018,7,6,31.55,17.77,25.62,48.44,0.36,80.21,3.97
2018,7,7,34.26,17.65,27.85,38.5,1.03,79.79,3.86
2018,7,8,33.59,17.2,27.26,38.75,1.65,79.69,4.45
2018,7,9,32.33,15.16,26.94,33.31,0,79.94,4.25
2018,7,10,34.53,18.92,27.58,31.06,0.01,79.61,4.2
2018,7,11,32.7,16.47,26.98,34.06,0.01,79.38,4.13
2018,7,12,28.93,13.31,23.58,52.75,1.57,79.5,4.07
2018,7,13,28.01,14.18,23.72,52.81,0.31,79.79,3.79
2018,7,14,32.83,17.33,27.18,45.19,0.57,79.61,3.91
2018,7,15,23.18,7.59,20.66,70.19,7.8,79.75,2.9
2018,7,16,29.88,15.33,24.51,58.31,2.08,79.7,3.06
2018,7,17,28.84,12.25,23.34,62.44,2.06,79.69,3.32
2018,7,18,33.41,18.27,26.33,39,0.14,79.54,2.9
2018,7,19,34.89,19.16,27.4,27.19,0,79.45,2.28
2018,7,20,32.68,14.66,26.03,34.69,0.22,79.51,3.62
2018,7,21,33.48,14.7,27.34,38.38,1.66,79.54,3.5
2018,7,22,31.47,14.55,24.62,49.25,2.57,79.71,3.64
2018,7,23,24.87,10.06,20.26,76.06,12.22,79.98,3.52
2018,7,24,30.99,16.67,24.08,62.19,2.9,79.83,3.8
2018,7,25,27.83,12.27,22.72,62,5.23,79.79,5.05
2018,7,26,25.62,11.75,21.61,66.81,3.08,79.8,3.51
2018,7,27,29.01,14.98,22,54.81,3.19,79.6,3.58
2018,7,28,29.91,17.27,22.07,51.62,2.07,79.59,2.74
2018,7,29,28.25,16.05,21.73,55.75,0.43,79.61,3.8
2018,7,30,23.51,11.95,19.1,57.69,0.43,79.95,4.15
2018,7,31,28.54,18.49,21.09,39.75,0,79.77,4.12
2018,8,1,29.05,16.66,21.3,40.44,0.23,79.6,2.27
2018,8,2,31.49,18.38,24.51,40.81,0.07,79.47,3
2018,8,3,23.2,7.26,19.48,55.56,5.8,79.31,3.9
2018,8,4,32.85,18.17,25.19,37.44,0.55,79.26,4.6
2018,8,5,30.28,14.29,23.96,45.5,0.63,79.29,2.88
2018,8,6,27.89,15.23,22.15,61.81,2.36,79.6,3.3
2018,8,7,28.85,15.34,22.17,60.69,2.8,79.53,3.42
2018,8,8,26.81,13.62,21.53,50.31,0.55,79.66,3.4
2018,8,9,29.36,15.92,23.41,45.62,0.05,79.78,3.55
2018,8,10,29.74,15.55,24.08,42.25,0.06,79.82,4.12
2018,8,11,30.73,17.38,24,36.88,0,79.73,4.63
2018,8,12,30.97,17.53,23.39,32.81,0,79.5,5.31
2018,8,13,29.48,17.12,22.7,35,0.07,79.25,3.78
2018,8,14,25.59,12.78,19.94,54.38,5.09,79.4,3.38
2018,8,15,30.15,16.44,22.91,43.81,1.11,79.29,4.3
2018,8,16,30.02,17.5,22.87,33.44,0.1,79.64,3.7
2018,8,17,28.92,14.11,22.55,51.94,3.04,79.8,2.96
2018,8,18,26.9,13.78,20,60.06,3.7,79.51,3.33
2018,8,19,22.54,12.78,16.59,53.06,0.07,79.61,4.3
2018,8,20,27.08,18.57,19.04,45.81,0,79.66,3.45
2018,8,21,23.93,13.27,16.58,54.81,2.41,79.69,3.06
2018,8,22,25.19,13.98,20.18,59.19,1.21,79.68,2.61
2018,8,23,29.05,16.02,21.8,41.44,0.03,79.29,4.62
2018,8,24,29.9,17.73,22.69,35.38,0.03,79.26,3.34
2018,8,25,28.53,13.08,22.34,40.06,0.18,79.28,2.4
2018,8,26,30.05,13.59,24.28,37.56,0.52,79.04,3.75
2018,8,27,31.12,16.86,23.36,36,0.05,78.78,4.72
2018,8,28,28.69,19.58,20.18,44.12,0,79.3,2.71
2018,8,29,31.05,20.41,22.58,37.19,0,79.39,3.48
2018,8,30,32.44,18.38,24.08,27.69,0,79.26,2.89
2018,8,31,29.23,14.27,20.19,36.94,0.39,79.11,3.09
2018,9,1,27.23,15.08,20.4,38,1.78,79.06,2.37
2018,9,2,25.11,12.12,20.03,41.88,0.1,79.31,3.45
2018,9,3,24.44,10.78,18.58,48.38,2.04,79.34,2.67
2018,9,4,25.06,13.95,19.08,44.69,1.18,79.38,3.66
2018,9,5,20.15,9.3,15.47,74.25,8.45,79.94,2.72
2018,9,6,20.38,10.2,15.4,74.5,2.51,79.95,1.87
2018,9,7,22.76,13.7,17.16,60.19,0.4,79.87,3.29
2018,9,8,27.99,18.95,19.98,44.75,0.07,79.44,2.93
2018,9,9,28.08,16.7,19.3,41.31,0.22,79.26,3.39
2018,9,10,30.35,18.34,21.99,29.69,0.01,79.19,3.07
2018,9,11,30.42,16.48,22.8,31,0.08,79,3.02
2018,9,12,31.22,18,22.57,24.69,0.02,78.9,3.86
2018,9,13,32.11,19.63,22.08,18.19,0,79.04,4.57
2018,9,14,30.75,19.91,21.28,20.19,0.02,79.31,4.04
2018,9,15,31.08,19.01,22.1,25.94,0,79.3,4.17
2018,9,16,31.26,16.87,23.74,30.06,0,79.24,4.01
2018,9,17,31.33,16.74,24.06,29.88,0,79.24,2.55
2018,9,18,31.87,18.2,23.42,31.56,0,79.07,2.82
2018,9,19,29.09,14.44,21.66,37.25,1.62,78.89,2.8
2018,9,20,26.18,16.51,18.76,44.31,0.72,78.96,2.8
2018,9,21,25.91,21.23,16.08,42.25,0,79.69,5.05
2018,9,22,27.34,18.5,18.45,23.69,0,79.5,3.64
2018,9,23,28.3,17.7,19.94,26.69,0,79.07,2.62
2018,9,24,22.64,11.83,16.45,40.75,0.95,78.87,2.77
2018,9,25,17.98,14.67,11.83,38.38,0,79.51,3.42
2018,9,26,21.78,17.25,13.35,31.44,0,79.53,3.03
2018,9,27,24.94,19.55,15.36,27.38,0.02,79.17,3.34
2018,9,28,20.98,16.15,12.38,43.44,0.01,79.34,3.14
2018,9,29,27.1,18.4,16.99,25.12,0,79.03,3.89
2018,9,30,26.8,21.97,15.03,44.94,0,79.2,2.04
2018,10,1,23.39,13.95,15.95,46.94,0.13,79.25,2.83
2018,10,2,25.41,13.72,17.66,48.56,0.31,79.04,3.05
2018,10,3,27.81,18.26,18.98,48.38,0.34,78.94,4.38
2018,10,4,21.25,14.23,13.55,56.56,0.34,78.95,4.67
2018,10,5,22.73,19.94,12.97,56.94,3.74,78.82,3.83
2018,10,6,14.78,13.44,8.09,63.5,1.09,78.85,4.98
2018,10,7,17.4,15.51,9.49,69.12,5.2,78.47,3.41
2018,10,8,8.46,9.3,4.34,80.69,5.43,78.6,2.89
2018,10,9,2.13,4.39,0.85,85.06,2.27,78.63,2.51
2018,10,10,7.87,12.16,0.73,78.38,2.08,78.69,2.56
2018,10,11,12.16,14.24,3.78,68.75,1.05,78.77,2.69
2018,10,12,16.72,17.68,5.92,48.56,0.16,78.88,2.12
2018,10,13,19.01,20.81,8.21,43.75,0.79,78.44,2.81
2018,10,14,-3.19,6.2,-5.13,71.88,2.82,79.23,4.16
2018,10,15,7.02,14.54,-1.92,40.06,0,79.68,2.1
2018,10,16,10.04,11.78,1.68,43.25,0.34,79.93,2.14
2018,10,17,12.79,14.22,4.57,62.69,0.13,80.01,5.11
2018,10,18,17.81,16.85,9.19,51.12,0.03,79.43,4.29
2018,10,19,15.9,12.32,8.63,41.75,0.22,79.85,4.22
2018,10,20,18.68,17.23,8.89,35.06,0.01,79.93,3.09
2018,10,21,20.59,17.09,10.54,35.69,0.02,79.47,3.2
2018,10,22,19.61,13.99,10.57,44.75,0.05,79.43,3.86
2018,10,23,16.8,11.52,10.66,63.31,0.27,79.39,5.01
2018,10,24,11.33,7.34,7.53,73.88,1.51,79.04,2.23
2018,10,25,16.12,13.35,8.83,44,0.01,79.08,3.73
2018,10,26,17.51,15.27,8.4,46.06,0,79.27,3.41
2018,10,27,21.24,17.3,10.62,50.19,0,79.3,4.57
2018,10,28,21.71,18.89,10.67,48.25,0.02,79.38,2.82
2018,10,29,22.97,19.57,10.83,37.56,0,78.87,4.38
2018,10,30,3.43,5.86,1.68,84.5,8.87,79.03,3.38
2018,10,31,6.76,9.27,0.62,67.56,1.2,79.04,2.23
2018,11,1,9.39,12.59,2.64,56.12,1.39,78.89,3.62
2018,11,2,15.04,15.7,5.69,57.12,0.41,78.69,4.98
2018,11,3,7.81,10.09,3.22,61.94,2.42,78.88,4.66
2018,11,4,8.96,12.95,1.16,65.31,0.57,78.49,2.86
2018,11,5,8.19,11.34,1.16,56.12,1.23,78.36,4.02
2018,11,6,7.18,11.09,-0.13,50.25,0.28,78.79,3.25
2018,11,7,6.27,12.23,-0.88,55.94,0.04,79.01,1.69
2018,11,8,2.56,8.65,-2.82,50.69,0.09,79.18,2.68
2018,11,9,6.53,12.43,-1.58,38.19,0.01,79.4,2.97
2018,11,10,9.92,13.83,1.19,36.25,0.09,78.74,3.78
2018,11,11,-3.55,4.98,-4.48,79.75,4.82,79.17,4.23
2018,11,12,-2.99,7.45,-7.44,66.06,0.98,79.82,3.61
2018,11,13,5.44,15.43,-3.34,53.25,0.07,79.99,3.81
2018,11,14,12.35,15.17,0.55,49.69,0,79.71,3.12
2018,11,15,11.87,13.25,1.86,43.69,0.01,79.32,4.05
2018,11,16,10.97,12.33,1.27,46.62,0,78.91,3.73
2018,11,17,4.64,11.02,-0.76,78.69,0.99,79.18,2.95
2018,11,18,7.56,13.6,-1.67,48,0.07,79.1,2.3
2018,11,19,7.07,10.7,-1.05,36.94,0,79.29,2.86
2018,11,20,10.98,14.09,0.46,40.06,0,79.36,3.04
2018,11,21,12.92,14.48,1.2,32.88,0,79.33,3.21
2018,11,22,13.38,14.79,2.01,36.31,0.17,78.62,3.32
2018,11,23,7.86,10.48,0.46,48.31,0.77,78.33,6.47
2018,11,24,12.57,17.2,1.23,54.62,2.19,77.76,7.06
2018,11,25,2.45,9.13,-3.87,51.88,0.32,79.1,4.6
2018,11,26,6.97,12.45,-1.56,43.06,0,79.19,4.39
2018,11,27,10.19,11.88,1.52,42.56,0.07,78.78,4.87
2018,11,28,12.62,12.79,3.3,48,0.17,78.2,3.49
2018,11,29,9.05,12.43,1.05,60.12,0.24,78.12,2.77
2018,11,30,7.02,10.94,-0.59,70.69,0.67,77.66,2.56
2018,12,1,4.01,9.49,-2.4,55.5,0.08,77.78,3.95
2018,12,2,-0.07,6.45,-3.52,58.56,0.34,78.31,2.09
2018,12,3,-0.99,7.76,-4.74,68.56,0.51,78.9,1.38
2018,12,4,0.62,10.28,-6.52,44.81,0.05,79.15,3.93
2018,12,5,4.69,13.97,-4.99,37.56,0.24,78.83,2.42
2018,12,6,2.82,14.09,-5.18,71.56,0.36,79.02,1.84
2018,12,7,4.92,11.3,-2.95,66.31,0.02,79.28,2.22
2018,12,8,5.73,11.82,-2.03,59.62,0.04,79.36,2.68
2018,12,9,3.09,9.63,-3.52,52.25,0.01,79.69,3.01
2018,12,10,10.94,18.02,-2.13,25.12,0,79.29,3.45
2018,12,11,8.54,11.02,0.16,34.69,0,78.84,5.37
2018,12,12,8.15,11.36,-0.25,42.19,0.39,78.3,5.88
2018,12,13,2.64,10.4,-3.44,42.25,0.07,79.4,4.73
2018,12,14,10.08,14.54,-1.31,36.31,0.01,79.42,3.42
2018,12,15,6.73,8.23,-0.7,45.12,0.18,79.23,4.25
2018,12,16,11.84,13.84,0.05,43.5,0.03,79.59,3.51
2018,12,17,10.64,12.25,0.44,43.56,0,79.1,3.67
2018,12,18,9.62,11.96,0.97,52.12,0.02,78.8,2.98
2018,12,19,5.05,9.77,-0.51,51.62,0.77,78.88,6.44
2018,12,20,6.51,11.57,-1.95,50.81,0.01,79.24,3.45
2018,12,21,10.4,12.27,0.48,41.75,0.01,78.33,4.8
2018,12,22,1.76,8.69,-3.07,56.38,0.79,78.79,2.59
2018,12,23,7.16,14.65,-3.06,37.75,0,79.11,2.31
2018,12,24,4.74,7.45,-1.87,63.5,0.29,78.73,1.63
2018,12,25,5.35,8.84,-1.26,56.88,0.17,78.54,3.13
2018,12,26,6.33,12.42,-1.33,72.31,0.38,78.08,4.26
2018,12,27,-4.09,7.26,-7.36,59.56,0.04,78.17,4.66
2018,12,28,-6.77,6.02,-9,69.12,0.62,78.75,2.76
2018,12,29,1.8,15.64,-7.1,53.25,0.01,78.78,3.94
2018,12,30,7.58,12.86,-1.91,56.31,0.05,78.01,3.64
2018,12,31,-5.32,12.06,-10.61,75.38,1.92,78.41,4.95
2019,1,1,-2.9,14.35,-10.52,61.25,0.13,78.7,2.07
2019,1,2,3.09,14.23,-7.31,39.75,0,78.84,2.13
2019,1,3,8.75,15.64,-2.42,49.44,0,78.84,4.19
2019,1,4,12.66,13.91,0.57,45.56,0,78.91,3.23
2019,1,5,11.62,10.73,1.06,38.5,0,78.8,2.16
2019,1,6,9.91,12.71,0.7,53.56,0.29,78,3.55
2019,1,7,6.49,11.01,-1.07,49.38,0.31,78.47,6.67
2019,1,8,7.76,11.41,-1.02,55.38,0.19,79.63,1.98
2019,1,9,11.4,13.93,0.58,43.94,0,79.43,2.29
2019,1,10,12.62,12.28,2.56,43.5,0.25,78.98,2.67
2019,1,11,-0.26,3.73,-2.07,94.62,13.37,78.96,4.88
2019,1,12,-0.85,4.99,-4.85,88.75,1.31,79.27,2.25
2019,1,13,1.3,9.46,-7.52,76.62,0.04,79.32,1.99
2019,1,14,4.17,13.52,-7.13,47.25,0,79.32,3.34
2019,1,15,7.43,15.11,-3.51,55.25,0.04,79.06,3.46
2019,1,16,5.54,8.74,-1.01,67.69,0.54,78.71,3.38
2019,1,17,9.39,13.77,-1.09,56.62,0.04,78.66,3.77
2019,1,18,-0.33,6.41,-3.66,75.25,5.15,78.51,4.31
2019,1,19,4.18,13.21,-4.01,61.94,0.02,79.27,5.1
2019,1,20,8.74,11.82,-0.67,56.44,0.01,78.85,3.96
2019,1,21,9.59,13.81,0.26,50.56,1.17,77.6,6.15
2019,1,22,-3.56,7.73,-7.51,67.25,3.87,78.76,7.82
2019,1,23,1.82,13.17,-6.11,57.06,0.33,78.72,5.79
2019,1,24,-2.86,7.09,-7.89,68.25,3.01,78.99,3.16
2019,1,25,0.9,12.58,-7.79,60.69,0.4,79.02,3.78
2019,1,26,2.75,12.21,-5.56,62.75,0.17,79.22,5.46
2019,1,27,6.43,10.89,-0.79,59.06,0.06,78.77,7.54
2019,1,28,-2.53,11.48,-7.67,72.5,3.83,78.99,4.31
2019,1,29,0.14,14.62,-8.98,53.69,0,78.77,3.95
2019,1,30,5.43,16.44,-4.93,45.88,0,78.45,5.34
2019,1,31,8.15,14.9,-2.13,49.31,0,78.6,3.93
2019,2,1,10.83,14.66,0.11,47.5,0,78.79,3.26
2019,2,2,11.98,14.8,1.07,49.81,0.19,78.41,4.48
2019,2,3,11.8,14.33,2.23,57,0.13,77.78,6.84
2019,2,4,11.8,14.16,1.7,56.69,0.19,77.95,5.54
2019,2,5,8.15,10.98,1.11,56,0.12,77.76,6.21
2019,2,6,3.12,16.12,-2.97,69.69,2.92,77.61,3.2
2019,2,7,-4.4,10.43,-9.11,46.5,0.23,78.62,5
2019,2,8,5.55,19.69,-5.75,41.38,0.14,78.91,4.55
2019,2,9,8.11,14.72,-1.74,44.75,0.13,78.48,5.38
2019,2,10,7.35,15.46,-1.88,48.19,0.02,78.16,4.48
2019,2,11,2.7,9.6,-3.63,44.5,0.03,78,6.53
2019,2,12,5.97,15.25,-2.44,39.56,0,78.88,3.61
2019,2,13,10.3,15.81,0.74,41.38,0.08,78.05,5.52
2019,2,14,10.84,12.05,2.75,58.5,1.39,77.93,5.49
2019,2,15,10.59,13.69,1.58,55.38,0.34,77.87,6.09
2019,2,16,4.76,12.41,-2.35,46.69,1.35,77.56,7.1
2019,2,17,-0.28,10.71,-4.55,47.06,0.72,78.23,4.74
2019,2,18,-1.63,10.52,-6.3,58.25,1.74,78.56,4.3
2019,2,19,-4.12,9.34,-7.9,62.81,1.09,78.01,3.07
2019,2,20,-1.2,13.92,-8.31,46.81,0.14,77.63,3.83
2019,2,21,-0.38,9.59,-5.98,60.75,0.61,77.95,2.48
2019,2,22,3.73,13.18,-3.51,76.88,6.42,78.01,4.24
2019,2,23,-0.25,10.77,-6.1,63,3.22,78.42,6.35
2019,2,24,3.05,16.24,-6.64,56.19,0.21,78.85,3.28
2019,2,25,8.65,17.92,-2.54,57.12,0.08,78.63,3.26
2019,2,26,12.44,17.78,0.92,51.75,0.01,78.72,3.57
2019,2,27,10.29,15.28,1.3,63.69,0.2,78.82,2.59
